user_id,date,activity_type,duration_min,intensity
142,2026-03-10,swimming,115,high
142,2026-02-25,running,37,low
142,2026-02-26,strength,26,high
142,2026-04-04,swimming,97,medium
142,2026-01-28,swimming,104,medium
142,2026-03-17,strength,118,medium
142,2026-02-12,cycling,26,low
142,2026-03-03,running,95,medium
142,2026-03-27,strength,32,medium
142,2026-02-04,running,40,medium
142,2026-01-26,cycling,36,low
142,2026-03-24,strength,31,medium
142,2026-01-11,strength,116,low
142,2026-02-04,strength,41,medium
142,2026-03-11,strength,43,medium
142,2026-03-05,cycling,61,high
142,2026-02-24,running,43,medium
142,2026-01-17,running,60,medium
142,2026-04-03,running,63,medium
142,2026-03-07,strength,118,low
142,2026-01-19,cycling,45,medium
142,2026-02-04,running,26,high
142,2026-02-02,cycling,119,high
143,2026-03-01,strength,68,low
143,2026-02-10,strength,45,medium
143,2026-03-20,running,47,medium
143,2026-02-18,strength,80,high
143,2026-03-17,cycling,107,medium
143,2026-01-24,running,97,high
143,2026-01-27,running,34,low
143,2026-01-15,strength,20,low
143,2026-01-14,cycling,37,high
143,2026-01-23,strength,113,high
144,2026-03-24,running,86,medium
144,2026-02-12,swimming,108,medium
144,2026-04-01,running,95,low
144,2026-01-09,running,81,medium
144,2026-02-21,cycling,89,low
144,2026-03-07,strength,82,medium
144,2026-02-01,strength,71,medium
144,2026-01-14,strength,107,high
144,2026-02-19,strength,60,medium
144,2026-01-23,cycling,31,medium
144,2026-01-23,cycling,118,medium
144,2026-03-02,strength,103,high
144,2026-03-11,strength,49,low
144,2026-03-01,running,84,low
144,2026-03-11,strength,102,high
144,2026-02-09,running,24,high
144,2026-01-18,strength,86,medium
144,2026-01-20,running,94,medium
144,2026-02-06,running,99,medium
144,2026-02-12,strength,91,high
144,2026-02-02,cycling,64,high
144,2026-01-21,running,49,high
144,2026-02-21,strength,84,low
144,2026-02-28,swimming,74,low
144,2026-02-06,running,44,low
144,2026-01-19,strength,32,high
144,2026-02-07,running,36,medium
144,2026-03-13,strength,51,medium
144,2026-02-28,cycling,110,medium
144,2026-01-10,running,77,low
144,2026-02-07,strength,99,high
144,2026-01-22,strength,104,high
144,2026-02-25,running,41,low
144,2026-02-14,cycling,93,medium
144,2026-03-19,strength,36,high
144,2026-03-12,strength,43,medium
144,2026-03-14,cycling,105,high
144,2026-02-23,strength,37,high
144,2026-03-26,strength,83,high
144,2026-01-13,strength,72,low
144,2026-02-13,cycling,76,high
144,2026-03-14,running,75,medium
144,2026-03-19,running,22,high
144,2026-02-02,strength,56,medium
144,2026-03-18,cycling,102,medium
144,2026-01-31,running,118,low
144,2026-02-22,running,99,high
144,2026-02-06,running,104,low
146,2026-01-12,running,82,high
146,2026-02-12,cycling,25,medium
146,2026-03-19,cycling,48,high
146,2026-02-02,cycling,32,medium
146,2026-02-14,strength,92,high
146,2026-03-07,swimming,32,medium
146,2026-02-27,strength,50,medium
146,2026-02-03,running,93,low
146,2026-02-21,running,59,medium
146,2026-01-24,strength,100,high
146,2026-02-23,strength,82,medium
146,2026-02-13,running,25,low
146,2026-02-04,strength,54,high
146,2026-02-07,cycling,73,high
146,2026-02-19,running,29,medium
146,2026-02-25,running,92,medium
146,2026-01-15,strength,34,medium
146,2026-04-01,running,40,high
146,2026-02-19,running,72,high
146,2026-03-16,swimming,106,high
146,2026-03-12,cycling,29,medium
146,2026-01-13,cycling,48,medium
146,2026-01-25,running,107,low
146,2026-02-06,swimming,79,high
146,2026-02-19,strength,86,high
146,2026-02-10,running,37,medium
146,2026-02-02,strength,63,high
146,2026-03-23,running,37,low
146,2026-02-03,strength,83,medium
146,2026-03-12,swimming,47,high
146,2026-03-19,running,75,low
146,2026-02-07,strength,70,medium
146,2026-02-17,running,45,high
146,2026-01-17,cycling,58,medium
146,2026-01-23,swimming,106,low
146,2026-03-24,running,41,high
146,2026-04-01,cycling,97,high
146,2026-03-05,strength,45,high
146,2026-01-09,strength,107,high
146,2026-01-29,strength,62,medium
146,2026-03-21,running,58,high
146,2026-03-06,strength,60,medium
147,2026-03-18,strength,91,medium
147,2026-01-06,strength,24,medium
147,2026-03-17,running,99,high
147,2026-03-01,strength,118,low
147,2026-02-11,strength,111,medium
147,2026-02-05,running,96,medium
147,2026-01-08,swimming,106,medium
147,2026-02-28,running,86,medium
147,2026-01-29,strength,86,medium
147,2026-03-21,strength,103,medium
147,2026-01-18,cycling,54,medium
147,2026-01-12,strength,77,high
147,2026-02-27,cycling,54,medium
147,2026-01-31,strength,110,high
147,2026-03-11,swimming,63,medium
148,2026-01-19,strength,44,low
148,2026-01-08,running,53,medium
148,2026-02-28,cycling,79,medium
148,2026-01-06,cycling,67,medium
148,2026-03-18,running,59,low
148,2026-02-02,cycling,80,low
149,2026-01-08,strength,118,medium
149,2026-03-29,strength,115,low
149,2026-02-07,strength,67,low
149,2026-02-05,cycling,26,medium
149,2026-03-12,cycling,66,low
149,2026-03-24,swimming,24,high
149,2026-04-05,cycling,110,medium
149,2026-04-03,running,70,medium
149,2026-03-06,running,93,medium
150,2026-03-01,strength,37,low
150,2026-01-29,strength,110,high
150,2026-01-29,strength,58,medium
150,2026-02-27,cycling,102,medium
150,2026-01-27,swimming,68,high
150,2026-02-08,running,104,high
150,2026-01-08,cycling,43,medium
150,2026-02-15,cycling,77,high
150,2026-02-26,running,82,high
150,2026-03-21,strength,109,high
150,2026-02-02,running,113,low
150,2026-03-05,swimming,89,medium
150,2026-03-22,running,113,medium
150,2026-02-05,running,83,medium
150,2026-01-09,strength,78,high
150,2026-02-26,strength,98,high
150,2026-03-01,running,119,low
150,2026-03-15,strength,48,medium
150,2026-03-05,strength,57,medium
150,2026-02-20,running,86,medium
150,2026-02-22,cycling,106,low
150,2026-03-08,cycling,64,high
150,2026-01-19,swimming,36,high
150,2026-03-20,swimming,57,medium
150,2026-04-01,running,111,high
150,2026-02-02,strength,39,high
150,2026-02-02,running,82,medium
150,2026-03-20,strength,92,medium
150,2026-03-14,running,96,high
150,2026-02-09,strength,88,medium
150,2026-03-15,running,21,medium
150,2026-02-13,strength,33,high
150,2026-03-13,cycling,45,high
150,2026-03-22,strength,93,high
150,2026-01-23,running,29,medium
150,2026-02-03,running,25,medium
150,2026-01-16,swimming,35,medium
150,2026-02-04,strength,102,medium
150,2026-03-09,strength,89,high
150,2026-01-24,swimming,40,low
151,2026-01-21,strength,35,medium
151,2026-02-20,cycling,80,high
151,2026-02-04,cycling,99,high
151,2026-02-12,running,46,low
151,2026-02-28,cycling,56,medium
151,2026-03-08,running,68,medium
151,2026-02-15,running,24,high
151,2026-02-01,strength,108,medium
151,2026-01-07,strength,28,high
151,2026-01-28,swimming,98,medium
151,2026-03-24,running,104,high
151,2026-02-24,running,93,low
151,2026-03-28,strength,99,medium
151,2026-03-27,strength,73,medium
151,2026-03-26,strength,66,medium
151,2026-03-17,running,67,medium
151,2026-03-21,running,102,low
151,2026-02-04,running,43,low
151,2026-03-26,cycling,89,low
151,2026-03-22,running,55,high
151,2026-03-10,cycling,73,medium
151,2026-03-16,cycling,96,medium
151,2026-02-21,running,117,medium
151,2026-03-14,running,55,medium
151,2026-03-21,swimming,117,medium
151,2026-03-17,strength,36,high
151,2026-01-10,swimming,62,medium
151,2026-01-30,strength,91,high
151,2026-01-19,swimming,90,medium
151,2026-02-09,strength,102,medium
151,2026-02-11,cycling,56,low
151,2026-03-04,running,47,high
151,2026-01-26,running,103,medium
151,2026-01-20,running,85,medium
151,2026-03-09,strength,25,medium
151,2026-03-17,running,57,low
151,2026-02-15,strength,118,low
151,2026-01-28,running,31,medium
151,2026-02-04,cycling,45,low
151,2026-03-27,swimming,41,high
151,2026-03-16,strength,101,medium
151,2026-02-18,strength,34,low
151,2026-01-12,running,107,medium
151,2026-02-08,running,60,medium
151,2026-01-06,running,62,high
151,2026-02-12,strength,28,medium
151,2026-01-25,running,78,medium
151,2026-02-14,running,57,low
151,2026-03-12,running,101,medium
151,2026-02-06,strength,59,low
151,2026-03-31,running,72,low
151,2026-03-16,cycling,95,medium
151,2026-02-02,strength,72,high
151,2026-03-28,running,91,high
151,2026-04-02,strength,90,high
151,2026-02-14,running,118,high
151,2026-03-23,cycling,29,medium
151,2026-03-24,running,79,medium
151,2026-04-01,strength,51,medium
151,2026-03-24,running,73,high
151,2026-02-11,running,70,medium
151,2026-01-20,cycling,119,medium
151,2026-03-24,swimming,21,high
151,2026-03-24,running,38,medium
151,2026-03-04,running,21,high
151,2026-02-08,cycling,35,low
151,2026-03-31,strength,57,medium
152,2026-01-06,strength,59,high
152,2026-04-02,cycling,37,medium
152,2026-02-06,strength,60,low
152,2026-01-08,running,58,low
152,2026-03-14,strength,104,medium
152,2026-02-24,strength,63,medium
152,2026-01-27,cycling,70,high
152,2026-02-11,strength,101,low
152,2026-01-06,swimming,34,medium
152,2026-01-08,strength,50,high
152,2026-01-16,running,39,medium
152,2026-03-28,running,64,low
152,2026-03-22,cycling,67,high
152,2026-01-13,swimming,65,low
152,2026-03-13,strength,26,high
152,2026-03-04,cycling,57,high
152,2026-03-06,swimming,30,medium
152,2026-02-01,running,75,medium
152,2026-02-27,running,109,high
152,2026-03-25,cycling,99,low
152,2026-02-08,strength,55,low
152,2026-03-13,strength,81,medium
152,2026-01-21,strength,68,high
152,2026-01-09,running,113,medium
152,2026-01-13,running,96,high
152,2026-03-25,strength,60,medium
152,2026-02-14,swimming,50,high
152,2026-03-13,running,28,medium
152,2026-01-19,cycling,47,medium
152,2026-03-22,cycling,118,low
152,2026-02-13,strength,56,high
152,2026-03-25,running,76,low
152,2026-02-28,strength,117,medium
152,2026-02-10,strength,56,medium
152,2026-01-21,running,58,medium
152,2026-02-13,cycling,103,high
152,2026-03-24,swimming,68,medium
152,2026-02-11,running,77,high
152,2026-02-12,running,80,medium
152,2026-02-23,strength,111,low
152,2026-04-01,cycling,72,medium
152,2026-02-21,running,21,high
152,2026-01-12,cycling,96,high
152,2026-02-19,swimming,98,low
152,2026-01-24,strength,88,high
152,2026-03-30,cycling,101,medium
152,2026-03-25,running,48,low
152,2026-01-26,strength,115,high
152,2026-01-15,running,62,medium
152,2026-02-12,running,91,high
152,2026-02-24,running,29,medium
152,2026-03-12,running,55,low
153,2026-03-18,running,73,high
153,2026-03-12,running,93,high
153,2026-02-19,swimming,69,high
153,2026-03-25,cycling,75,medium
153,2026-03-23,running,75,medium
153,2026-03-20,swimming,22,medium
153,2026-03-17,running,40,medium
153,2026-04-01,cycling,98,medium
153,2026-01-07,running,37,low
153,2026-03-04,strength,69,high
153,2026-01-19,strength,87,high
153,2026-03-12,strength,95,high
153,2026-03-04,cycling,111,medium
153,2026-02-22,strength,33,low
153,2026-02-09,strength,72,high
153,2026-03-16,running,99,medium
153,2026-01-22,strength,94,high
153,2026-02-12,running,53,high
153,2026-01-22,cycling,70,high
153,2026-03-02,running,84,high
153,2026-02-18,strength,71,medium
153,2026-03-05,cycling,29,medium
153,2026-02-25,strength,34,high
153,2026-02-08,swimming,116,medium
153,2026-03-20,strength,35,medium
153,2026-04-03,running,70,low
153,2026-02-19,swimming,118,medium
153,2026-01-20,running,100,low
153,2026-03-18,strength,34,medium
153,2026-02-07,running,67,low
153,2026-03-13,running,62,medium
153,2026-01-13,strength,30,medium
153,2026-01-14,strength,52,high
153,2026-04-03,swimming,84,medium
153,2026-02-27,running,44,high
153,2026-03-24,strength,94,medium
153,2026-02-11,cycling,28,medium
153,2026-02-28,running,40,low
153,2026-04-05,strength,47,high
153,2026-02-09,cycling,84,high
153,2026-03-03,strength,51,high
153,2026-03-12,strength,82,low
153,2026-02-20,cycling,40,medium
153,2026-02-14,cycling,111,high
153,2026-03-26,swimming,52,medium
153,2026-02-27,cycling,89,medium
153,2026-03-08,cycling,76,low
153,2026-02-17,strength,32,low
153,2026-01-26,running,95,high
153,2026-03-24,running,111,high
153,2026-04-01,cycling,100,medium
154,2026-02-19,running,20,low
154,2026-02-09,strength,116,medium
154,2026-02-23,strength,45,medium
154,2026-01-12,running,40,high
154,2026-01-06,swimming,86,low
154,2026-03-15,strength,99,medium
154,2026-03-25,strength,59,high
154,2026-01-22,strength,29,medium
154,2026-04-02,cycling,102,high
154,2026-01-06,running,85,low
154,2026-02-24,cycling,48,high
154,2026-03-03,running,47,medium
154,2026-03-01,running,24,medium
154,2026-01-16,running,51,medium
154,2026-03-02,running,26,high
154,2026-04-03,strength,78,medium
154,2026-04-05,running,72,low
154,2026-04-03,strength,118,medium
154,2026-03-24,running,59,medium
154,2026-02-03,strength,29,medium
154,2026-03-26,swimming,96,high
154,2026-02-09,running,35,high
156,2026-03-12,swimming,75,low
156,2026-03-27,cycling,102,low
156,2026-03-09,running,60,medium
156,2026-02-03,strength,59,medium
156,2026-02-03,strength,119,low
156,2026-02-24,running,80,low
156,2026-02-09,swimming,95,low
156,2026-01-18,cycling,103,medium
156,2026-01-31,strength,85,medium
156,2026-03-15,cycling,38,high
156,2026-02-10,running,81,high
156,2026-03-20,running,47,high
156,2026-04-01,running,34,high
156,2026-02-19,cycling,115,medium
156,2026-01-28,running,37,high
156,2026-02-23,strength,108,high
156,2026-03-01,strength,105,low
156,2026-02-27,strength,24,high
156,2026-01-21,strength,44,medium
156,2026-01-27,strength,88,medium
156,2026-03-21,running,37,high
156,2026-01-14,strength,114,medium
156,2026-03-06,running,35,medium
156,2026-01-16,cycling,49,high
156,2026-03-06,running,34,medium
156,2026-02-27,strength,79,medium
156,2026-01-09,cycling,108,high
156,2026-02-15,strength,91,medium
156,2026-03-22,strength,54,medium
156,2026-01-29,cycling,117,low
156,2026-01-23,running,73,medium
156,2026-03-25,running,38,high
156,2026-03-11,cycling,52,medium
156,2026-03-07,running,55,high
156,2026-01-10,strength,85,medium
156,2026-02-05,cycling,115,medium
156,2026-02-12,cycling,54,high
156,2026-01-29,running,43,medium
156,2026-02-25,running,91,low
156,2026-02-20,strength,115,medium
156,2026-01-17,swimming,90,high
156,2026-02-21,swimming,22,low
156,2026-01-18,strength,23,low
156,2026-02-28,cycling,55,medium
156,2026-03-29,strength,105,high
156,2026-03-12,cycling,49,medium
156,2026-04-02,strength,82,medium
156,2026-01-13,running,82,low
156,2026-01-09,strength,20,low
156,2026-03-02,cycling,100,medium
156,2026-03-11,strength,105,high
156,2026-03-02,strength,117,medium
156,2026-01-29,swimming,80,medium
156,2026-03-26,cycling,105,medium
156,2026-01-13,strength,56,medium
156,2026-01-19,cycling,34,medium
156,2026-03-04,cycling,51,low
156,2026-02-17,strength,81,low
156,2026-01-09,running,96,high
156,2026-03-29,strength,86,medium
156,2026-03-05,running,44,medium
156,2026-01-15,swimming,50,medium
156,2026-01-07,strength,67,low
156,2026-02-22,cycling,35,high
156,2026-03-11,swimming,56,medium
156,2026-03-22,strength,103,medium
156,2026-02-12,swimming,23,high
156,2026-02-19,strength,115,high
156,2026-01-27,running,72,high
156,2026-02-24,running,79,medium
156,2026-03-19,strength,39,low
156,2026-01-27,swimming,52,medium
156,2026-03-18,strength,41,medium
156,2026-04-05,running,39,high
156,2026-01-26,running,82,medium
156,2026-02-04,running,22,medium
156,2026-02-20,cycling,34,high
156,2026-02-19,cycling,111,high
156,2026-01-29,strength,61,low
156,2026-04-01,cycling,96,low
156,2026-01-11,strength,44,medium
156,2026-03-16,running,87,medium
156,2026-03-02,strength,75,medium
156,2026-02-19,cycling,42,high
156,2026-02-04,strength,72,medium
156,2026-01-07,swimming,101,medium
157,2026-02-04,running,24,medium
157,2026-03-20,cycling,87,medium
157,2026-03-30,running,27,high
157,2026-04-01,running,119,medium
157,2026-02-14,running,31,high
157,2026-02-10,strength,64,medium
157,2026-01-09,strength,33,medium
157,2026-02-08,running,97,low
157,2026-02-25,running,64,medium
157,2026-01-10,strength,80,low
157,2026-02-06,swimming,63,medium
157,2026-03-27,strength,103,high
157,2026-01-15,swimming,32,high
157,2026-03-21,cycling,54,low
157,2026-02-26,cycling,80,low
157,2026-02-19,strength,48,medium
157,2026-01-22,strength,100,high
157,2026-01-24,running,21,medium
157,2026-01-16,strength,104,low
157,2026-03-02,running,25,medium
157,2026-02-19,strength,60,high
157,2026-01-20,running,96,low
157,2026-03-17,strength,28,medium
157,2026-03-29,running,48,low
157,2026-02-27,strength,119,low
157,2026-04-03,strength,31,medium
157,2026-02-02,cycling,96,medium
157,2026-03-08,running,38,medium
157,2026-02-17,cycling,110,high
157,2026-02-05,strength,54,low
157,2026-01-25,running,118,low
157,2026-02-12,cycling,117,medium
157,2026-01-07,running,115,high
157,2026-02-15,cycling,83,high
157,2026-02-07,cycling,60,medium
157,2026-01-09,strength,20,medium
157,2026-01-21,cycling,30,medium
157,2026-01-31,swimming,44,low
157,2026-02-22,cycling,59,high
159,2026-02-21,cycling,42,high
159,2026-02-07,swimming,96,low
159,2026-02-05,running,99,low
159,2026-01-27,running,108,high
159,2026-02-17,strength,100,high
159,2026-01-07,running,65,high
159,2026-02-16,swimming,109,high
159,2026-01-10,strength,106,medium
159,2026-02-14,running,59,medium
159,2026-03-22,strength,107,medium
159,2026-03-10,running,97,high
159,2026-01-21,running,109,medium
159,2026-01-11,running,84,medium
159,2026-04-05,cycling,32,low
159,2026-02-20,running,114,medium
159,2026-04-04,running,45,high
159,2026-03-04,running,78,medium
159,2026-03-16,running,90,low
159,2026-01-30,running,91,medium
159,2026-03-30,running,41,low
159,2026-01-16,strength,54,high
159,2026-04-03,strength,91,medium
159,2026-02-10,swimming,47,medium
159,2026-03-06,cycling,101,medium
159,2026-02-11,cycling,66,medium
159,2026-01-10,strength,73,medium
159,2026-03-26,running,73,medium
159,2026-01-11,cycling,39,medium
159,2026-02-09,strength,109,medium
159,2026-01-22,strength,92,high
159,2026-01-26,cycling,107,medium
159,2026-03-01,strength,71,medium
159,2026-02-08,running,97,medium
159,2026-02-01,running,84,medium
159,2026-01-17,running,112,high
159,2026-01-10,strength,102,low
159,2026-03-12,cycling,92,high
159,2026-01-14,strength,29,medium
159,2026-02-05,strength,27,high
159,2026-03-30,swimming,91,medium
159,2026-02-18,running,94,medium
159,2026-04-02,running,51,high
160,2026-01-20,running,22,low
160,2026-01-26,cycling,91,high
160,2026-02-12,swimming,111,medium
160,2026-03-09,running,55,medium
160,2026-02-25,strength,20,medium
160,2026-01-28,running,59,medium
160,2026-03-28,running,23,medium
160,2026-03-11,cycling,104,high
160,2026-03-02,running,57,medium
160,2026-03-22,swimming,119,medium
160,2026-02-20,cycling,56,high
160,2026-01-12,running,78,medium
160,2026-02-22,running,27,medium
160,2026-03-29,strength,39,medium
160,2026-01-19,cycling,93,medium
160,2026-03-17,strength,35,low
160,2026-01-06,running,56,low
160,2026-03-02,cycling,26,low
160,2026-01-20,swimming,113,high
160,2026-01-21,strength,106,medium
160,2026-01-31,running,96,medium
160,2026-01-16,running,73,low
160,2026-01-18,cycling,23,medium
160,2026-03-24,strength,84,high
160,2026-02-28,strength,94,high
160,2026-01-25,swimming,43,medium
160,2026-02-17,swimming,110,medium
160,2026-01-06,strength,31,low
160,2026-02-27,running,29,medium
160,2026-02-13,running,92,medium
160,2026-01-28,running,101,low
160,2026-01-13,swimming,77,medium
160,2026-01-27,running,110,low
160,2026-02-07,running,56,high
160,2026-02-23,running,42,low
160,2026-04-03,running,30,medium
160,2026-02-15,strength,65,medium
160,2026-01-26,cycling,117,medium
160,2026-03-26,running,72,high
160,2026-02-07,strength,69,low
160,2026-02-10,strength,118,low
160,2026-03-11,strength,100,medium
160,2026-02-15,running,119,medium
160,2026-02-28,running,65,low
160,2026-02-20,running,107,high
160,2026-01-12,strength,68,high
160,2026-01-07,strength,33,medium
160,2026-03-10,running,46,high
160,2026-01-21,strength,86,medium
160,2026-03-13,running,114,high
160,2026-03-20,strength,87,high
160,2026-03-29,strength,25,high
160,2026-01-24,strength,101,high
161,2026-02-06,strength,70,high
161,2026-01-21,strength,59,medium
161,2026-03-21,running,118,medium
161,2026-02-09,cycling,118,medium
161,2026-01-11,running,108,medium
161,2026-03-22,swimming,118,medium
161,2026-02-15,strength,24,low
161,2026-03-05,running,98,medium
161,2026-03-07,swimming,47,medium
161,2026-01-28,running,82,low
161,2026-02-02,running,87,high
162,2026-02-07,running,31,low
162,2026-03-28,cycling,97,medium
162,2026-02-10,running,75,medium
162,2026-03-19,running,108,high
162,2026-03-02,strength,103,medium
162,2026-03-21,swimming,24,medium
162,2026-03-02,strength,20,medium
162,2026-03-05,strength,82,medium
162,2026-01-19,cycling,49,high
162,2026-02-26,cycling,48,low
162,2026-02-13,cycling,41,low
162,2026-01-10,strength,30,high
162,2026-03-05,running,51,medium
162,2026-02-01,cycling,59,low
162,2026-03-23,cycling,58,medium
162,2026-04-05,strength,102,medium
162,2026-01-18,cycling,101,medium
162,2026-03-23,running,35,medium
162,2026-03-24,cycling,98,medium
162,2026-03-16,strength,42,medium
162,2026-01-19,running,81,high
162,2026-02-20,cycling,23,high
162,2026-02-01,running,77,medium
162,2026-01-06,strength,96,medium
162,2026-01-09,running,113,high
162,2026-02-21,strength,28,low
162,2026-02-23,running,60,high
162,2026-01-06,strength,106,medium
162,2026-01-06,running,24,high
162,2026-04-02,swimming,105,high
162,2026-01-11,strength,71,medium
162,2026-03-16,running,24,medium
162,2026-03-29,running,23,medium
162,2026-03-22,strength,104,medium
162,2026-02-19,cycling,23,medium
162,2026-02-08,running,61,high
162,2026-02-17,strength,45,medium
162,2026-02-03,cycling,26,high
162,2026-03-10,running,75,low
162,2026-03-24,running,57,low
162,2026-01-07,running,105,medium
162,2026-02-15,cycling,28,high
162,2026-01-08,strength,100,medium
162,2026-03-01,running,37,medium
162,2026-03-28,strength,77,medium
162,2026-01-23,running,110,high
162,2026-03-20,running,25,high
162,2026-02-23,strength,57,low
162,2026-03-08,cycling,20,medium
162,2026-01-09,strength,66,high
162,2026-03-21,running,43,high
162,2026-01-21,cycling,26,high
162,2026-02-17,strength,98,medium
163,2026-04-03,running,50,high
163,2026-01-21,swimming,68,medium
163,2026-01-13,running,91,high
163,2026-02-25,strength,106,low
163,2026-03-12,running,69,high
163,2026-04-05,swimming,119,high
163,2026-04-03,strength,70,low
163,2026-02-22,strength,72,low
163,2026-01-16,running,30,medium
163,2026-04-05,running,104,low
163,2026-03-03,cycling,33,low
163,2026-03-02,strength,39,high
163,2026-03-04,running,23,medium
163,2026-03-21,strength,89,high
163,2026-03-30,strength,93,medium
163,2026-03-31,strength,59,low
163,2026-03-22,running,101,medium
163,2026-03-01,strength,65,low
163,2026-02-20,cycling,73,high
163,2026-01-11,swimming,34,high
163,2026-03-22,running,39,high
163,2026-01-17,strength,36,medium
163,2026-03-15,running,95,high
163,2026-01-09,running,107,low
163,2026-03-09,strength,68,high
163,2026-01-07,swimming,95,medium
163,2026-02-24,strength,106,medium
163,2026-03-26,strength,91,medium
163,2026-03-24,strength,83,high
163,2026-03-15,running,75,high
163,2026-01-19,running,82,high
163,2026-02-10,running,47,high
163,2026-04-03,swimming,72,high
163,2026-01-07,running,43,medium
163,2026-02-03,cycling,26,high
163,2026-02-19,strength,47,medium
163,2026-01-17,running,21,medium
163,2026-01-16,strength,31,high
163,2026-03-04,running,101,medium
163,2026-01-17,swimming,108,medium
163,2026-03-01,running,69,medium
164,2026-02-14,strength,89,medium
164,2026-01-17,cycling,115,medium
164,2026-03-09,strength,62,high
164,2026-02-28,strength,107,medium
164,2026-02-02,strength,99,low
164,2026-01-06,running,71,high
164,2026-03-05,strength,31,high
164,2026-03-16,running,112,medium
164,2026-03-08,running,31,high
164,2026-03-18,cycling,24,medium
164,2026-02-02,cycling,105,high
164,2026-03-26,swimming,91,medium
164,2026-02-17,strength,65,medium
164,2026-02-17,swimming,118,medium
164,2026-01-19,running,100,medium
164,2026-02-02,cycling,117,low
164,2026-01-10,strength,87,medium
164,2026-02-15,running,78,medium
164,2026-03-10,cycling,78,medium
164,2026-04-03,running,101,high
164,2026-03-05,strength,63,high
165,2026-03-08,strength,102,medium
165,2026-03-10,running,54,low
165,2026-03-02,cycling,96,high
165,2026-02-17,running,36,low
165,2026-03-22,cycling,33,medium
165,2026-02-27,strength,94,medium
165,2026-02-17,strength,86,low
165,2026-02-04,swimming,45,low
165,2026-03-28,running,94,low
165,2026-01-30,cycling,87,high
165,2026-03-23,strength,108,low
165,2026-02-28,cycling,25,medium
165,2026-03-23,cycling,105,medium
165,2026-02-16,running,82,medium
165,2026-01-19,cycling,77,medium
165,2026-01-25,strength,50,medium
165,2026-01-24,cycling,34,medium
165,2026-02-27,strength,108,medium
165,2026-01-24,strength,35,medium
165,2026-01-31,cycling,83,medium
165,2026-03-25,swimming,85,medium
165,2026-02-06,swimming,64,medium
165,2026-02-27,cycling,65,high
165,2026-03-15,strength,51,medium
165,2026-01-14,cycling,89,high
165,2026-01-19,running,50,low
165,2026-03-21,running,20,high
165,2026-01-24,strength,56,low
165,2026-01-12,running,40,medium
165,2026-03-02,swimming,34,low
165,2026-02-23,strength,58,low
165,2026-03-22,running,101,medium
165,2026-01-14,strength,73,low
165,2026-03-09,cycling,88,medium
165,2026-01-15,running,31,low
165,2026-02-21,swimming,113,medium
165,2026-02-28,running,109,high
165,2026-01-26,running,70,high
165,2026-03-06,strength,77,medium
165,2026-02-22,running,106,high
165,2026-02-24,running,58,high
165,2026-03-26,strength,106,low
165,2026-02-12,running,40,high
165,2026-01-08,cycling,85,medium
165,2026-02-06,running,75,high
165,2026-01-08,strength,80,medium
165,2026-02-28,strength,114,medium
165,2026-03-23,running,114,medium
165,2026-02-03,strength,86,medium
166,2026-02-23,cycling,88,high
166,2026-02-26,strength,25,high
166,2026-02-23,running,29,high
166,2026-02-26,cycling,58,medium
166,2026-03-21,running,79,low
166,2026-01-22,cycling,99,medium
166,2026-02-09,cycling,79,medium
166,2026-01-26,cycling,119,medium
166,2026-01-07,strength,100,medium
166,2026-04-04,strength,23,medium
166,2026-01-24,cycling,24,medium
166,2026-04-03,cycling,20,medium
166,2026-01-12,strength,69,low
166,2026-03-07,strength,98,medium
166,2026-01-22,running,92,high
166,2026-03-04,running,115,high
167,2026-01-16,strength,114,high
167,2026-02-05,strength,45,high
167,2026-03-28,strength,98,medium
167,2026-01-13,swimming,60,low
167,2026-03-03,cycling,102,medium
167,2026-01-16,running,89,medium
167,2026-03-11,running,107,high
167,2026-01-11,cycling,30,medium
167,2026-03-25,running,22,medium
167,2026-03-22,cycling,73,medium
167,2026-03-04,running,76,low
167,2026-02-22,running,100,low
167,2026-01-06,swimming,31,high
167,2026-02-15,running,107,high
167,2026-03-21,cycling,89,medium
167,2026-03-27,strength,27,high
167,2026-03-20,running,85,low
167,2026-01-22,cycling,58,high
167,2026-01-07,running,49,medium
167,2026-03-19,strength,72,medium
167,2026-01-09,cycling,45,medium
167,2026-03-31,strength,58,low
167,2026-02-07,running,45,high
167,2026-02-25,cycling,96,medium
167,2026-01-15,cycling,67,high
168,2026-01-18,strength,49,high
168,2026-01-10,running,53,low
168,2026-01-19,strength,92,high
168,2026-02-21,strength,29,low
168,2026-02-28,running,51,high
168,2026-02-17,strength,111,medium
168,2026-02-20,running,52,medium
168,2026-02-18,strength,72,high
168,2026-03-06,running,67,high
168,2026-03-06,strength,63,medium
168,2026-03-14,running,111,medium
168,2026-02-23,running,95,high
168,2026-02-25,running,65,low
168,2026-01-09,running,71,medium
168,2026-02-12,cycling,36,medium
168,2026-03-23,cycling,36,high
168,2026-03-24,running,28,high
168,2026-03-11,cycling,67,medium
168,2026-03-07,running,98,medium
168,2026-01-21,strength,30,high
168,2026-03-11,running,36,medium
168,2026-02-21,strength,42,low
168,2026-02-28,cycling,84,medium
168,2026-03-05,strength,74,medium
168,2026-03-05,running,101,high
168,2026-02-11,cycling,61,high
168,2026-01-22,strength,30,medium
168,2026-03-11,cycling,80,low
168,2026-01-11,running,31,medium
168,2026-01-29,swimming,47,high
